Visit ID,BDM Code,BDM Name,Outlet Code,Outlet Name,Visit Date,Check In,Duration (mins),Purpose,Remarks
V00270,BDM011,Ilango M,OA0572,Galaxy Traders,11/05/2026,14:18,,Order,discussed scheme
V00271,BDM008,Sathya N,OA0059,Selvam Cellpoint,21/05/2026,16:46,8,Follow up,
V00272,BDM006,Jegan R,OA0448,Devi Enterprises,04/07/2026,13:32,10,,owner not available
V00273,BDM002,Prakash M,OA0801,SANGEETHA DIGITAL,17/07/2026,15:12,30,Follow up,will order next week
V00274,BDM002,Prakash M,OA0428,Ganesh Communications,2026-05-29,16:09,30,followup,
V00275,BDM002,Prakash M,OA0772,Ganesh Cellpoint,20/07/2026,10:28,8,Follow up,asked for better margin
V00276,BDM012,Yuvaraj S,OA0316,Saravana Cellpoint,2026-06-04,10:37,5,Complaint,
V00277,BDM008,Sathya N,OA0023,Thangam Traders,08/05/2026,12:49,12,Routine visit,shop closed
V00278,BDM002,Prakash M,OA0552,Poorvika Mobile,20/05/2026,10:33,,Complaint,owner not available
V00279,BDM011,Ilango M,OA0544,Sri Balaji Telecom,2026-05-23,14:19,,Follow up,stock displayed
V00280,BDM002,Prakash M,OA0592,iStore Electronics,22/06/2026,10:34,20,Order,
V00281,BDM003,Vetri S,OA0125,Devi Communications,2026-06-27,10:55,10,Stock check,
V00282,BDM008,Sathya N,OA0566,Ganesh Gadgets,02/05/2026,12:31,45,followup,owner not available
V00283,BDM010,Praveen K,OA0463,Royal Cellpoint,16/07/2026,12:48,5,Collection,owner not available
V00284,BDM003,Vetri S,OA0072,Meenakshi Enterprises,2026-05-25,10:20,12,Collection,
V00285,BDM012,Yuvaraj S,OA0604,Meenakshi Enterprises,2026-05-07,13:38,,New onboarding,will order next week
V00286,BDM003,Vetri S,OA0222,Karpagam Cellpoint,05/05/2026,14:28,30,Complaint,collection pending
V00287,BDM003,Vetri S,OA0107,Sri Krishna Traders,02/07/2026,13:00,20,Routine visit,
V00288,BDM003,Vetri S,OA0568,Vinayaga Mobiles,2026-05-15,10:58,8,Follow up,will order next week
V00289,BDM012,Yuvaraj S,OA0367,Devi Gadgets,14/07/2026,03:47,5,Follow up,
V00290,BDM010,Praveen K,OA0375,,23/05/2026,12:40,,Stock check,will order next week
V00291,BDM010,Praveen K,OA0447,Devi Enterprises,29/06/2026,13:36,10,Routine visit,discussed scheme
V00292,BDM001,Sundar R,OA0157,Vasanth Gadgets,18/06/2026,10:24,45,,owner not available
V00293,BDM003,Vetri S,OA0731,Mobile World Gadgets,27/06/2026,10:16,,Complaint,discussed scheme
V00294,BDM009,Gowtham S,OA0650,Vinayaga Electronics,2026-05-04,14:04,25,New onboarding,asked for better margin
V00295,BDM004,Ashok Kumar,OA0292,,2026-05-20,10:12,5,Order,
V00296,BDM012,Yuvaraj S,OA0800,MEENAKSHI ENTERPRISES,04/06/2026,11:24,45,Follow up,asked for better margin
V00297,BDM006,Jegan R,OA0044,Muthu Mobiles,2026-06-04,16:11,10,,
V00298,BDM011,Ilango M,OA0246,,2026-05-22,14:34,30,New onboarding,shop closed
V00299,BDM004,Ashok Kumar,OA0279,Sangeetha Communications,15/06/2026,17:06,8,Stock check,
V00300,BDM005,Dhanush P,OA0281,iStore Communications,11/05/2026,13:34,12,,
V00301,BDM009,Gowtham S,OA0086,New Star Gadgets,26/06/2026,11:49,10,Routine visit,will order next week
V00302,BDM005,Dhanush P,OA0450,Sangeetha Enterprises,07/07/2026,14:33,25,Routine visit,shop closed
V00303,BDM004,Ashok Kumar,OA0137,Vasanth Enterprises,2026-07-05,12:03,15,Routine visit,owner not available
V00304,BDM007,Mohan Raj,OA0146,Kumaran Telecom,25/06/2026,14:13,25,Stock check,
V00305,BDM012,Yuvaraj S,OA0659,Thangam Cellpoint,02/06/2026,12:34,20,Order,
V00306,BDM002,Prakash M,OA0752,Thangam Electronics,2026-05-12,15:10,15,routine,will order next week
V00307,BDM006,Jegan R,OA0429,Sri Balaji Telecom,01/06/2026,15:15,12,followup,
V00308,BDM012,Yuvaraj S,OA0508,Saravana Mobile,13/06/2026,17:00,20,Routine visit,display not as per norms
V00309,BDM011,Ilango M,OA0381,Galaxy Mobile,02/05/2026,13:49,15,Collection,
V00310,BDM001,Sundar R,OA0618,City Telecom,21/05/2026,15:58,20,Routine visit,collection pending
V00311,BDM001,Sundar R,OA0141,Muthu Electronics,2026-07-29,14:51,12,followup,will order next week
V00312,BDM012,Yuvaraj S,OA0282,Big C Mobile,2026-06-22,16:39,45,Complaint,shop closed
V00313,BDM001,Sundar R,OA0483,Ram Gadgets,02/07/2026,13:24,8,,
V00314,BDM009,Gowtham S,OA0530,Selvam Agencies,2026-07-11,13:29,25,Follow up,asked for better margin
V00315,BDM007,Mohan Raj,OA0069,Mobile World Infotech,13/05/2026,15:00,30,Routine visit,
V00316,BDM002,Prakash M,OA0500,Karpagam Infotech,12/06/2026,14:20,10,routine,asked for better margin
V00317,BDM005,Dhanush P,OA0318,Ram Gadgets,18/05/2026,14:02,45,followup,discussed scheme
V00318,BDM012,Yuvaraj S,OA0442,Big C Telecom,25/05/2026,17:08,20,Stock check,
V00319,BDM009,Gowtham S,OA0344,Galaxy Electronics,29/07/2026,15:20,30,New onboarding,will order next week
V00320,BDM009,Gowtham S,OA0401,Sakthi Traders,30/07/2026,12:06,45,Complaint,stock displayed
V00321,BDM002,Prakash M,OA0422,Anandha Agencies,14/05/2026,14:38,12,Collection,
V00322,BDM004,Ashok Kumar,OA0363,Saravana Mobiles,04/07/2026,13:48,25,followup,collection pending
V00323,BDM004,Ashok Kumar,OA0745,Thangam Telecom,2026-07-22,14:01,45,Collection,collection pending
V00324,BDM003,Vetri S,OA0631,Chennai Silks Gadgets,30/06/2026,13:08,30,Follow up,
V00325,BDM006,Jegan R,OA0091,Bharath Mobile,2026-05-05,10:13,,routine,shop closed
V00326,BDM008,Sathya N,OA0263,Meenakshi Cellpoint,2026-06-11,14:30,5,Routine visit,will order next week
V00327,BDM007,Mohan Raj,OA0312,Meenakshi Traders,06/07/2026,14:00,20,Routine visit,collection pending
V00328,BDM012,Yuvaraj S,OA0365,Meenakshi Telecom,01/06/2026,15:49,,,collection pending
V00329,BDM003,Vetri S,OA0074,Poorvika Cellpoint,10/06/2026,13:50,5,New onboarding,collection pending
V00330,BDM001,Sundar R,OA0791,Modern Telecom,2026-07-06,11:38,15,followup,owner not available
V00331,BDM010,Praveen K,OA0643,,03/06/2026,12:17,45,followup,collection pending
V00332,BDM012,Yuvaraj S,OA0508,Saravana Mobile,11/07/2026,12:00,30,Routine visit,shop closed
V00333,BDM011,Ilango M,OA0280,Poorvika Cellpoint,21/05/2026,14:29,15,Follow up,
V00334,BDM010,Praveen K,OA0076,Royal Agencies,07/07/2026,12:06,30,Complaint,asked for better margin
V00335,BDM012,Yuvaraj S,OA0508,Saravana Mobile,27/06/2026,13:00,30,Routine visit,
V00336,BDM002,Prakash M,OA0705,Bharath Agencies,17/07/2026,13:38,25,Complaint,asked for better margin
V00337,BDM010,Praveen K,OA0602,Sangeetha Electronics,02/06/2026,13:32,45,Follow up,discussed scheme
V00338,BDM011,Ilango M,OA0172,iStore Electronics,2026-07-03,11:11,12,Collection,shop closed
V00339,BDM004,Ashok Kumar,OA0292,Saravana Digital,14/07/2026,11:31,20,,
V00340,BDM006,Jegan R,OA0390,Vasanth Enterprises,11/07/2026,10:33,12,Order,discussed scheme
V00341,BDM001,Sundar R,OA0396,Saravana Agencies,02/06/2026,16:05,25,Stock check,display not as per norms
V00342,BDM004,Ashok Kumar,OA0763,Kumaran Traders,06/05/2026,13:36,25,,
V00343,BDM012,Yuvaraj S,OA0442,Big C Telecom,2026-07-20,14:35,5,Routine visit,display not as per norms
V00344,BDM005,Dhanush P,OA0693,Poorvika Agencies,22/06/2026,13:28,20,Routine visit,owner not available
V00345,BDM001,Sundar R,OA0159,,20/06/2026,11:26,,New onboarding,
V00346,BDM011,Ilango M,OA0621,Mobile World Enterprises,13/06/2026,12:12,20,Follow up,shop closed
V00347,BDM012,Yuvaraj S,OA0293,Mobile World Gadgets,20/05/2026,16:56,30,Routine visit,
V00348,BDM008,Sathya N,OA0131,Thangam Digital,2026-05-15,13:55,12,Order,
V00349,BDM002,Prakash M,OA0428,Ganesh Communications,24/05/2026,14:35,12,,
V00350,BDM012,Yuvaraj S,OA0434,Galaxy Agencies,18/05/2026,14:36,5,routine,
V00351,BDM008,Sathya N,OA0171,Kumaran Traders,2026-05-30,12:47,30,followup,
V00352,BDM012,Yuvaraj S,OA0604,Meenakshi Enterprises,06/06/2026,16:42,15,Complaint,
V00353,BDM008,Sathya N,OA0270,Lakshmi Cellpoint,18/07/2026,16:06,30,Stock check,collection pending
V00354,BDM007,Mohan Raj,OA0630,Anandha Telecom,2026-06-09,10:00,25,Routine visit,will order next week
V00355,BDM001,Sundar R,OA0141,Muthu Electronics,11/05/2026,11:44,5,Complaint,display not as per norms
V00356,BDM003,Vetri S,OA0072,Meenakshi Enterprises,2026-05-02,12:57,30,Follow up,
V00357,BDM002,Prakash M,OA0474,Mobile World Electronics,31/05/2026,10:00,20,Collection,will order next week
V00358,BDM011,Ilango M,OA0094,Vinayaga Mobiles,03/07/2026,12:46,30,Order,will order next week
V00359,BDM010,Praveen K,OA0717,Poorvika Traders,04/06/2026,13:00,25,Routine visit,collection pending
V00360,BDM008,Sathya N,OA0740,New Star Agencies,06/07/2026,12:52,10,Complaint,display not as per norms
V00361,BDM009,Gowtham S,OA0006,Bharath Telecom,24/05/2026,17:05,20,Order,
V00362,BDM012,Yuvaraj S,OA0316,Saravana Cellpoint,31/05/2026,14:03,30,Follow up,collection pending
V00363,BDM011,Ilango M,OA0504,Karpagam Traders,13/06/2026,15:19,,followup,display not as per norms
V00364,BDM008,Sathya N,OA0527,Devi Mobile,08/05/2026,13:35,10,Stock check,will order next week
V00365,BDM008,Sathya N,OA0489,Anandha Telecom,05/06/2026,12:00,45,Complaint,will order next week
V00366,BDM003,Vetri S,OA0810,Amman Cellpoint,19/05/2026,13:33,15,Routine visit,owner not available
V00367,BDM010,Praveen K,OA0325,Meenakshi Telecom,08/05/2026,15:07,15,New onboarding,discussed scheme
V00368,BDM004,Ashok Kumar,OA0357,Universal Mobile,2026-06-17,10:13,45,routine,stock displayed
V00369,BDM012,Yuvaraj S,OA0768,City Telecom,2026-05-15,11:04,45,Follow up,
V00370,BDM005,Dhanush P,OA0021,Ram Cellpoint,01/06/2026,14:40,,Collection,will order next week
V00371,BDM002,Prakash M,OA0500,Karpagam Infotech,06/05/2026,10:02,12,Follow up,
V00372,BDM004,Ashok Kumar,OA0249,Lakshmi Mobile,2026-05-13,10:21,10,followup,
V00373,BDM001,Sundar R,OA0784,,05/05/2026,14:24,10,routine,collection pending
V00374,BDM012,Yuvaraj S,OA0387,Ganesh Electronics,23/06/2026,11:00,20,Routine visit,owner not available
V00375,BDM007,Mohan Raj,OA0535,Ram Traders,20/06/2026,11:04,12,Stock check,owner not available
V00376,BDM005,Dhanush P,OA0250,Ram Enterprises,2026-05-23,10:23,10,Follow up,
V00377,BDM001,Sundar R,OA0054,Lakshmi Gadgets,04/07/2026,11:13,20,Complaint,
V00378,BDM001,Sundar R,OA0214,Sri Krishna Telecom,30/05/2026,10:40,10,Order,owner not available
V00379,BDM002,Prakash M,OA0160,Jeyam Electronics,29/05/2026,11:54,,Stock check,will order next week
V00380,BDM007,Mohan Raj,OA0092,Poorvika Enterprises,2026-06-20,14:48,12,Order,display not as per norms
V00381,BDM007,Mohan Raj,OA0778,Vasanth Infotech,11/07/2026,13:00,25,Routine visit,stock displayed
V00382,BDM004,Ashok Kumar,OA0473,Ganesh Cellpoint,28/07/2026,15:03,15,Routine visit,
V00383,BDM011,Ilango M,OA0605,Sri Krishna Infotech,18/07/2026,12:40,45,followup,
V00384,BDM006,Jegan R,OA0091,Bharath Mobile,2026-06-23,12:20,12,New onboarding,asked for better margin
V00385,BDM003,Vetri S,OA0064,Sakthi Cellpoint,09/06/2026,13:36,10,Complaint,stock displayed
V00386,BDM001,Sundar R,OA0617,Bharath Agencies,27/06/2026,11:31,25,followup,
V00387,BDM010,Praveen K,OA0633,Chennai Silks Cellpoint,2026-07-23,15:15,15,Order,
V00388,BDM007,Mohan Raj,OA0582,Vasanth Digital,2026-07-23,10:01,8,Order,shop closed
V00389,BDM003,Vetri S,OA0072,Meenakshi Enterprises,19/05/2026,16:11,8,Follow up,stock displayed
V00390,BDM002,Prakash M,OA0664,,04/05/2026,10:32,20,,
V00391,BDM004,Ashok Kumar,OA0521,Meenakshi Mobile,20/05/2026,11:42,8,Routine visit,
V00392,BDM007,Mohan Raj,OA0127,Sangeetha Agencies,12/05/2026,10:25,25,routine,
V00393,BDM008,Sathya N,OA0687,Bharath Communications,29/07/2026,11:50,,routine,
V00394,BDM008,Sathya N,OA0389,Lakshmi Enterprises,08/06/2026,15:56,12,New onboarding,stock displayed
V00395,BDM004,Ashok Kumar,OA0679,Vasanth Gadgets,2026-07-15,11:08,,followup,collection pending
V00396,BDM011,Ilango M,OA0781,City Gadgets,2026-05-26,11:31,,Collection,collection pending
V00397,BDM009,Gowtham S,OA0418,Prime Digital,02/07/2026,13:00,20,followup,asked for better margin
V00398,BDM004,Ashok Kumar,OA0137,Vasanth Enterprises,2026-07-24,11:08,15,followup,
V00399,BDM008,Sathya N,OA0754,Thangam Enterprises,09/07/2026,12:01,,Order,
V00400,BDM002,Prakash M,OA0378,Universal Telecom,27/07/2026,14:19,12,Routine visit,asked for better margin
V00401,BDM011,Ilango M,OA0555,Big C Infotech,27/07/2026,12:07,30,routine,stock displayed
V00402,BDM001,Sundar R,OA0570,New Star Infotech,06/07/2026,12:07,12,Stock check,
V00403,BDM012,Yuvaraj S,OA0803,Royal Enterprises - Branch,08/07/2026,01:24,,Collection,owner not available
V00404,BDM001,Sundar R,OA0003,Anandha Enterprises,24/06/2026,16:32,15,Order,asked for better margin
V00405,BDM007,Mohan Raj,OA0061,Sri Balaji Communications,25/07/2026,16:04,20,Order,
V00406,BDM007,Mohan Raj,OA0027,Universal Cellpoint,25/07/2026,11:58,25,routine,
V00407,BDM003,Vetri S,OA0341,Prime Electronics,2026-05-08,13:50,20,Order,shop closed
V00408,BDM012,Yuvaraj S,OA0799,Thangam Cellpoint,08/06/2026,10:27,25,Collection,
V00409,BDM002,Prakash M,OA0351,Devi Infotech,29/07/2026,14:20,,,
V00410,BDM005,Dhanush P,OA0591,City Traders,09/05/2026,13:25,15,routine,display not as per norms
V00411,BDM007,Mohan Raj,OA0549,Royal Gadgets,13/06/2026,10:31,,Routine visit,
V00412,BDM004,Ashok Kumar,OA0239,Selvam Traders,12/05/2026,17:05,30,Follow up,
V00413,BDM008,Sathya N,OA0701,City Infotech,23/05/2026,13:01,10,New onboarding,display not as per norms
V00414,BDM004,Ashok Kumar,OA0286,Poorvika Telecom,11/06/2026,10:17,8,Complaint,will order next week
V00415,BDM003,Vetri S,OA0676,Prime Cellpoint,2026-05-27,12:06,15,New onboarding,asked for better margin
V00416,BDM001,Sundar R,OA0029,Lakshmi Traders,2026-05-20,10:34,12,Routine visit,will order next week
V00417,BDM009,Gowtham S,OA0086,New Star Gadgets,18/06/2026,16:11,25,Collection,
V00418,BDM008,Sathya N,OA0131,Thangam Digital,07/07/2026,14:09,,Follow up,shop closed
V00419,BDM007,Mohan Raj,OA0377,New Star Mobiles,2026-06-10,13:20,15,New onboarding,display not as per norms
V00420,BDM008,Sathya N,OA0456,Lakshmi Digital,06/06/2026,13:47,45,routine,asked for better margin
V00421,BDM002,Prakash M,OA0724,New Star Communications,2026-06-05,14:03,30,Follow up,
V00422,BDM012,Yuvaraj S,OA0636,Poorvika Electronics,24/06/2026,11:01,10,followup,
V00423,BDM003,Vetri S,OA0568,Vinayaga Mobiles,2026-07-25,12:12,25,New onboarding,collection pending
V00424,BDM002,Prakash M,OA0562,Big C Gadgets,13/07/2026,10:58,10,Complaint,
V00425,BDM005,Dhanush P,OA0069,Mobile World Infotech,01/05/2026,13:13,30,,
V00426,BDM007,Mohan Raj,OA0625,Karpagam Agencies,07/05/2026,11:32,20,Collection,shop closed
V00427,BDM010,Praveen K,OA0126,iStore Electronics,03/06/2026,17:00,15,,asked for better margin
V00428,BDM001,Sundar R,OA0455,Ram Mobiles,18/07/2026,10:54,20,Order,owner not available
V00429,BDM011,Ilango M,OA0735,Royal Digital,14/05/2026,13:19,45,,
V00430,BDM008,Sathya N,OA0169,Meenakshi Traders,2026-06-14,17:00,30,Routine visit,collection pending
V00431,BDM012,Yuvaraj S,OA0181,Mobile World Telecom,2026-06-01,14:03,15,routine,collection pending
V00432,BDM001,Sundar R,OA0065,Anandha Traders,02/05/2026,13:48,20,,
V00433,BDM006,Jegan R,OA0662,Vinayaga Mobile,01/06/2026,10:38,5,Complaint,shop closed
V00434,BDM003,Vetri S,OA0601,Prime Agencies,2026-06-27,13:54,30,Follow up,
V00435,BDM008,Sathya N,OA0749,Thangam Digital,28/05/2026,12:37,45,Complaint,
V00436,BDM010,Praveen K,OA0496,,29/06/2026,14:10,45,,asked for better margin
V00437,BDM004,Ashok Kumar,OA0615,Selvam Electronics,24/07/2026,12:10,12,Order,
V00438,BDM005,Dhanush P,OA0573,Muthu Communications,26/06/2026,14:52,45,Stock check,
V00439,BDM007,Mohan Raj,OA0092,Poorvika Enterprises,2026-06-19,10:09,20,Collection,collection pending
V00440,BDM002,Prakash M,OA0500,Karpagam Infotech,2026-05-20,15:49,15,Stock check,
V00441,BDM002,Prakash M,OA0503,Sri Balaji Infotech,2026-06-21,14:11,20,Routine visit,
V00442,BDM010,Praveen K,OA0702,Sakthi Infotech,22/07/2026,11:44,8,,display not as per norms
V00443,BDM011,Ilango M,OA0346,Amman Communications,2026-06-04,17:00,20,Routine visit,collection pending
V00444,BDM011,Ilango M,OA0191,Devi Mobile,05/05/2026,11:47,20,Follow up,discussed scheme
V00445,BDM008,Sathya N,OA0169,Meenakshi Traders,2026-06-21,16:00,25,Routine visit,
V00446,BDM001,Sundar R,OA0382,iStore Traders,22/05/2026,11:05,,Stock check,shop closed
V00447,BDM007,Mohan Raj,OA0512,Universal Mobiles,25/05/2026,10:33,20,Routine visit,asked for better margin
V00448,BDM005,Dhanush P,OA0470,Sangeetha Mobiles,11/05/2026,10:04,10,Follow up,
V00449,BDM005,Dhanush P,OA0095,iStore Traders,01/06/2026,11:30,15,New onboarding,display not as per norms
V00450,BDM009,Gowtham S,OA0118,Selvam Mobile,23/06/2026,17:12,20,New onboarding,discussed scheme
V00451,BDM003,Vetri S,OA0791,Modern Telecom,29/07/2026,13:12,,followup,
V00452,BDM006,Jegan R,OA0335,Amman Communications,2026-06-04,15:09,,Stock check,display not as per norms
V00453,BDM005,Dhanush P,OA0393,Sangeetha Electronics,03/07/2026,12:06,45,routine,
V00454,BDM010,Praveen K,OA0524,Vasanth Electronics,2026-07-16,13:26,8,followup,asked for better margin
V00455,BDM005,Dhanush P,OA0233,Galaxy Agencies,05/05/2026,13:24,30,Stock check,
V00456,BDM004,Ashok Kumar,OA0264,,27/06/2026,11:00,45,Collection,
V00457,BDM012,Yuvaraj S,OA0114,Selvam Electronics,2026-05-02,17:49,30,routine,
V00458,BDM012,Yuvaraj S,OA0799,Thangam Cellpoint,14/05/2026,10:44,,Stock check,
V00459,BDM002,Prakash M,OA0758,Prime Mobile,08/05/2026,15:15,30,,owner not available
V00460,BDM001,Sundar R,OA0613,Devi Infotech,03/07/2026,10:02,15,Follow up,discussed scheme
V00461,BDM007,Mohan Raj,OA0106,Sri Krishna Mobile,2026-06-19,11:21,15,Order,asked for better margin
V00462,BDM002,Prakash M,OA0528,Mobile World Infotech,2026-05-02,11:17,12,routine,
V00463,BDM010,Praveen K,OA0726,Sri Balaji Traders,2026-07-16,11:06,8,followup,stock displayed
V00464,BDM007,Mohan Raj,OA0625,Karpagam Agencies,18/06/2026,11:09,5,Order,discussed scheme
V00465,BDM004,Ashok Kumar,OA0564,Sakthi Mobile,2026-05-22,17:28,10,Complaint,collection pending
V00466,BDM002,Prakash M,OA0351,Devi Infotech,2026-07-07,12:46,15,Complaint,stock displayed
V00467,BDM001,Sundar R,OA0613,Devi Infotech,15/06/2026,11:13,25,Stock check,
V00468,BDM002,Prakash M,OA0812,Meenakshi Traders - Branch,29/05/2026,16:06,20,followup,display not as per norms
V00469,BDM010,Praveen K,OA0414,iStore Agencies,02/07/2026,11:23,,Routine visit,shop closed
V00470,BDM011,Ilango M,OA0721,Devi Agencies,18/05/2026,11:17,12,followup,collection pending
V00471,BDM007,Mohan Raj,OA0262,Muthu Enterprises,25/05/2026,11:43,15,Follow up,
V00472,BDM008,Sathya N,OA0140,Thangam Mobile,28/05/2026,11:54,,followup,collection pending
V00473,BDM011,Ilango M,OA0721,Devi Agencies,2026-06-09,10:51,8,Routine visit,asked for better margin
V00474,BDM011,Ilango M,OA0094,Vinayaga Mobiles,2026-07-20,13:29,30,Follow up,
V00475,BDM006,Jegan R,OA0439,Sakthi Enterprises,2026-06-27,11:56,8,Follow up,stock displayed
V00476,BDM001,Sundar R,OA0139,Galaxy Infotech,2026-06-03,11:34,20,New onboarding,
V00477,BDM012,Yuvaraj S,OA0208,Universal Mobile,2026-06-25,12:56,10,Routine visit,shop closed
V00478,BDM001,Sundar R,OA0741,Lakshmi Enterprises,20/07/2026,11:04,12,routine,
V00479,BDM010,Praveen K,OA0210,Mobile World Enterprises,05/06/2026,13:18,8,routine,shop closed
V00480,BDM005,Dhanush P,OA0011,Universal Electronics,09/07/2026,14:55,15,Routine visit,shop closed
V00481,BDM003,Vetri S,OA0532,City Communications,07/07/2026,12:03,25,Stock check,
V00482,BDM008,Sathya N,OA0622,Ganesh Enterprises,30/07/2026,14:15,20,Routine visit,
V00483,BDM006,Jegan R,OA0335,Amman Communications,2026-06-15,11:26,30,Routine visit,will order next week
V00484,BDM011,Ilango M,OA0781,City Gadgets,16/07/2026,13:56,8,Follow up,owner not available
V00485,BDM011,Ilango M,OA0022,Chennai Silks Mobiles,02/05/2026,11:00,30,Routine visit,
V00486,BDM003,Vetri S,OA0198,Devi Mobile,20/07/2026,13:51,25,New onboarding,
V00487,BDM006,Jegan R,OA0178,Prime Communications,2026-07-22,11:30,45,Complaint,
V00488,BDM003,Vetri S,OA0557,Modern Mobiles,2026-07-21,16:33,8,routine,
V00489,BDM002,Prakash M,OA0657,City Cellpoint,2026-06-12,11:28,45,New onboarding,asked for better margin
V00490,BDM011,Ilango M,OA0593,New Star Digital,19/05/2026,10:18,12,Order,stock displayed
V00491,BDM009,Gowtham S,OA0006,Bharath Telecom,2026-06-13,12:30,15,Routine visit,display not as per norms
V00492,BDM006,Jegan R,OA0299,Vinayaga Gadgets,30/06/2026,12:27,,,display not as per norms
V00493,BDM006,Jegan R,OA0628,Selvam Infotech,09/05/2026,14:07,5,followup,
V00494,BDM008,Sathya N,OA0424,Sri Krishna Cellpoint,01/05/2026,10:45,20,Routine visit,display not as per norms
V00495,BDM001,Sundar R,OA0640,Chennai Silks Agencies,19/05/2026,11:18,30,Order,shop closed
V00496,BDM010,Praveen K,OA0007,Modern Communications,11/05/2026,12:12,5,Routine visit,owner not available
V00497,BDM009,Gowtham S,OA0068,Saravana Mobile,18/06/2026,15:27,,Complaint,discussed scheme
V00498,BDM003,Vetri S,OA0130,iStore Electronics,2026-06-22,10:13,30,routine,discussed scheme
V00499,BDM001,Sundar R,OA0154,Karpagam Enterprises,04/07/2026,13:28,12,Complaint,will order next week
V00500,BDM004,Ashok Kumar,OA0780,Devi Infotech,05/06/2026,10:02,10,Complaint,stock displayed
V00501,BDM004,Ashok Kumar,OA0269,Amman Cellpoint,23/06/2026,12:05,15,New onboarding,
